freq,unit,isced11,sex,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,P_THAB,ED8,M,LI	: 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	0.0 	: 	: 
A,P_THAB,ED8,M,LT	: 	0.5 	0.5 	0.5 	0.4 	0.5 	0.5 	0.5 	0.6 	0.7 	0.6 	0.6 	0.6 
A,P_THAB,ED8,M,LU	: 	0.7 	0.9 	1.2 	1.1 	1.5 	1.6 	1.2 	1.2 	1.5 	2.0 	1.9 	1.5 
A,P_THAB,ED8,M,LV	: 	0.5 	0.4 	0.5 	0.4 	0.2 	0.3 	0.4 	0.3 	0.4 	0.4 	0.6 	: 
A,P_THAB,ED8,M,ME	: 	: 	: 	: 	: 	0.0 	: d	: d	: d	0.0 	: 	0.1 	0.1 
A,P_THAB,ED8,M,MK	: 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.3 
A,P_THAB,ED8,M,MT	: 	0.2 	0.3 	0.2 	0.3 	0.3 	0.2 	0.2 	0.3 	0.3 	0.3 	0.3 	0.3 
A,P_THAB,ED8,M,NL	: 	: 	: 	: d	: 	0.9 	0.9 	1.0 	0.9 	0.9 	0.9 	0.9 	: 
A,P_THAB,ED8,M,NO	: 	1.2 	1.1 	0.9 	1.0 	1.0 	1.0 	1.1 	1.1 	1.2 	1.0 	1.0 	1.2 
A,P_THAB,ED8,M,PL	: 	: d	0.2 	0.3 	0.3 	0.3 	0.3 	0.3 	0.2 	0.3 	0.4 de	0.5 de	0.4 de
A,P_THAB,ED8,M,PT	: 	1.0 	1.0 	0.9 	1.0 	0.8 	0.9 	0.8 	0.8 	0.8 	0.9 	0.9 	: 
A,P_THAB,ED8,M,RO	: 	0.8 	0.6 	0.6 	0.3 	0.2 	0.3 	0.3 	0.3 	0.4 	0.3 	0.4 	0.5 
A,P_THAB,ED8,M,RS	: 	: 	0.4 	0.5 	0.5 	0.7 	0.4 	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 
A,P_THAB,ED8,M,SE	: 	1.8 	1.9 	1.9 	1.8 	1.7 	1.4 	1.6 	1.4 	1.5 	1.5 	1.5 	: 
A,P_THAB,ED8,M,SI	: 	2.3 	1.8 	1.8 	4.7 	1.2 	1.0 	1.0 	1.0 	0.9 	1.0 	1.0 	1.2 
A,P_THAB,ED8,M,SK	: 	1.2 	1.2 	1.1 	1.0 	1.0 	0.9 	0.9 	0.8 	0.9 	0.8 	1.0 	0.9 
A,P_THAB,ED8,M,TR	: 	: 	: 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.3 	: 
A,P_THAB,ED8,M,UK	: 	1.7 	1.6 	1.7 	1.8 	1.8 	2.0 	2.0 	: 	: 	: 	: 	: 
A,P_THAB,ED8,T,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.0 	: 
A,P_THAB,ED8,T,AT	: 	0.9 	0.9 	0.9 	1.0 	0.9 	1.0 	0.9 	0.9 	1.0 	0.9 	0.9 	1.1 
A,P_THAB,ED8,T,BE	: 	0.8 	0.8 	0.9 	0.9 	0.7 	1.0 	1.0 	0.9 	0.9 	1.0 	1.1 	: 
A,P_THAB,ED8,T,BG	: 	0.4 	0.5 	0.6 	0.5 	0.6 	0.5 	0.5 	0.4 	0.5 	0.5 	0.4 	0.5 
A,P_THAB,ED8,T,CH	: 	1.5 	1.7 	1.8 	1.9 	2.0 	1.9 	2.0 	1.9 	2.0 	2.1 	2.2 	2.1 
A,P_THAB,ED8,T,CY	: 	0.2 	0.2 	0.2 	0.4 	0.3 	0.3 	0.4 	0.5 	0.3 	0.4 	0.6 	0.4 
A,P_THAB,ED8,T,CZ	: 	0.8 	0.9 	0.9 	0.9 	1.0 	1.0 	1.0 	0.8 	1.0 	1.0 	1.1 	: 
A,P_THAB,ED8,T,DE	: 	1.2 	1.3 	1.4 	1.3 	1.3 	1.3 	1.3 	1.2 	1.3 	1.3 	1.3 	1.4 
A,P_THAB,ED8,T,DK	: 	1.2 	1.2 	1.3 	1.3 	1.2 	1.1 	1.1 	1.0 	1.1 	1.0 	1.0 	1.3 
A,P_THAB,ED8,T,EE	: 	0.6 	0.6 	0.7 	0.8 	0.8 	0.9 	0.9 	0.8 	0.9 	1.1 	0.9 	1.1 
A,P_THAB,ED8,T,EL	: 	0.5 	0.5 	0.5 	0.6 	0.7 	0.5 	0.6 	0.5 	0.7 	0.7 	0.9 	0.9 
A,P_THAB,ED8,T,ES	: 	0.9 	1.0 	1.2 	1.4 	1.7 	1.5 	0.8 	0.8 	0.9 	0.9 	0.9 	0.9 
A,P_THAB,ED8,T,EU27_2020	: 	: 	0.9 d	0.9 d	0.9 d	0.9 	0.9 d	0.8 	0.8 	0.8 	0.9 	1.0 	: 
A,P_THAB,ED8,T,EU28	: 	: 	0.9 d	1.0 d	1.0 d	1.0 	1.0 d	1.0 	: 	: 	: 	: 	: 
A,P_THAB,ED8,T,FI	: 	1.2 	1.3 	1.3 	1.3 	1.1 	1.2 	1.1 	1.1 	1.0 	1.0 	1.1 	1.3 
A,P_THAB,ED8,T,FR	: 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 d	0.9 	0.8 	0.8 	1.1 	1.3 	1.3 
A,P_THAB,ED8,T,HR	: 	0.5 	0.6 	0.6 	0.4 	0.5 	0.5 	0.5 	0.5 	0.6 	0.8 	0.7 	0.7 
A,P_THAB,ED8,T,HU	: 	0.3 	0.3 	0.3 	0.3 	0.3 	0.4 	0.3 	0.3 	0.5 	0.5 	0.5 	0.6 
A,P_THAB,ED8,T,IE	: 	1.1 	1.2 	1.1 	1.1 	1.0 	1.0 d	1.1 d	1.0 d	1.0 d	1.1 d	1.1 d	: 
A,P_THAB,ED8,T,IS	: 	0.5 	0.7 	0.7 	0.6 	0.5 	0.4 	0.6 	0.6 	0.8 	0.6 	0.6 	: 
A,P_THAB,ED8,T,IT	: 	0.7 	0.7 	0.8 	0.7 	0.7 d	0.6 	0.7 	0.7 p	0.7 	0.8 	0.9 	0.9 
A,P_THAB,ED8,T,LI	: 	0.2 	0.0 	0.0 	0.0 	0.0 	0.2 	0.4 	0.9 	0.0 	0.0 	: 	: 
A,P_THAB,ED8,T,LT	: 	0.5 	0.5 	0.5 	0.3 	0.5 	0.4 	0.5 	0.5 	0.6 	0.6 	0.6 	0.5 
A,P_THAB,ED8,T,LU	: 	0.5 	0.6 	0.8 	0.8 	1.1 	1.1 	0.9 	0.8 	1.1 	1.6 	1.5 	1.3 
A,P_THAB,ED8,T,LV	: 	0.5 	0.4 	0.4 	0.3 	0.2 	0.3 	0.3 	0.3 	0.3 	0.4 	0.5 	: 
A,P_THAB,ED8,T,ME	: 	: 	: 	: 	: 	0.0 	: d	: d	: d	0.0 	: 	0.1 	0.1 
A,P_THAB,ED8,T,MK	: 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.2 
A,P_THAB,ED8,T,MT	: 	0.1 	0.2 	0.2 	0.3 	0.3 	0.2 	0.2 	0.3 	0.2 	0.3 	0.2 	0.3 
A,P_THAB,ED8,T,NL	: 	: 	: 	: d	: 	0.7 	0.7 	0.8 	0.6 	0.7 	0.7 	0.7 	: 
A,P_THAB,ED8,T,NO	: 	1.0 	0.8 	0.8 	0.8 	0.8 	0.8 	0.9 	0.8 	0.9 	0.8 	0.8 	1.0 
A,P_THAB,ED8,T,PL	: 	: d	0.2 	0.3 	0.3 	0.3 	0.3 	0.3 	0.2 	0.3 	0.4 de	0.5 de	0.4 de
A,P_THAB,ED8,T,PT	: 	0.9 	0.9 	0.8 	0.9 	0.8 	0.8 	0.8 	0.7 	0.7 	0.8 	0.9 	: 
A,P_THAB,ED8,T,RO	: 	0.7 	0.5 	0.5 	0.3 	0.2 	0.2 	0.3 	0.3 	0.4 	0.3 	0.4 	0.5 
A,P_THAB,ED8,T,RS	: 	: 	0.4 	0.5 	0.5 	0.7 	0.5 	0.5 	0.5 	0.4 	0.4 	0.5 	0.5 
A,P_THAB,ED8,T,SE	: 	1.3 	1.4 	1.4 	1.4 	1.3 	1.1 	1.3 	1.1 	1.2 	1.2 	1.2 	: 
A,P_THAB,ED8,T,SI	: 	1.9 	1.7 	1.7 	4.0 	0.9 	0.9 	0.9 	0.8 	0.8 	1.0 	0.9 	1.0 
A,P_THAB,ED8,T,SK	: 	1.1 	1.1 	1.0 	0.9 	0.8 	0.8 	0.8 	0.7 	0.8 	0.8 	0.9 	0.8 
A,P_THAB,ED8,T,TR	: 	: 	: 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	: 
A,P_THAB,ED8,T,UK	: 	1.4 	1.3 	1.4 	1.5 	1.5 	1.6 	1.7 	: 	: 	: 	: 	: 
